user_q,std_q,match_label,class_label
"要带规划批复文件吗,我需要带建设工程规划许可证及附件吗",1,1,"32,55"
"是不是需要团级及以上证明,需不需要报装申请资料",1,1,"25,42"
"装接电表具体指什么,需不需要报装申请资料",1,1,"36,42"
"带什么呢,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"6,51"
"委托人的身份证明需要吗,要规划立项",1,1,"12,54"
"是不是需要团级及以上证明,需要带立项文件吗",1,1,"25,31"
"需要带政府的批复文件吗,我是代表学校来的",1,1,"16,22"
"装接电表具体指什么,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"36,51"
"要房屋产权证明嘛,要上级批准文件、立项批准文件吗",1,1,"44,53"
"我是机关事业单位的,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"40,46"
"带什么呢,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"6,46"
"您好，我想问一下怎么办电呢,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户",1,1,"4,56"
"我是军队的,外部工程施工指什么",1,1,"24,35"
"护照需要吗,外部工程施工指什么",1,1,"9,35"
"要带规划批复文件吗,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"32,46"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,国家给了优惠",1,1,"18,33"
"要主体证明吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"38,51"
"要带有效营业执照复印件吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"19,26"
"需要带政府的批复文件吗,方案答复具体指什么",1,1,"16,58"
"低压用户,要带委托人的身份证明吗",1,1,"2,12"
"规划批复文件是不是也需要带着？,装表接电是？",1,1,"32,59"
"我需要带身份证吗,我属于企业",1,1,"8,39"
"要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"26,57"
"要带委托人的身份证明吗,是不是也要主体证明",1,1,"12,38"
"需要带房产证吗,要建设工程规划许可证及附件吗",1,1,"14,55"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,我在我们村里办电",1,1,"26,27"
"我在我们村里办电,方案答复这一步我需要做什么？",1,1,"27,58"
"我是军队的,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"24,41"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,装接电表具体指什么",1,1,"34,36"
"要乡镇及以上政府或规划部门的批复文件吗,我是机关事业单位的",1,1,"28,40"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带规划批复文件吗",1,1,"18,32"
"要主体证明吗,需不需要报装申请资料",1,1,"38,42"
"您好，我想问一下怎么办电呢,要乡镇及以上政府或规划部门的批复文件吗",1,1,"4,28"
"我需要拿户口簿吗,方案答复这一步我需要做什么？",1,1,"10,58"
"需要带政府的批复文件吗,当时电价有打折",1,1,"16,50"
"委托授权书也要吗,要乡镇及以上政府或规划部门的批复文件吗",1,1,"13,28"
"我家是农村的,外部工程施工具体指什么",1,1,"27,35"
"我是代表公司来的,装接电表是？",1,1,"20,36"
"我需要要带有业执照复印件吗,当时电价有打折",1,1,"21,50"
"您好，我想问一下怎么办电呢,申请受理这一步包括什么",1,1,"4,5"
"如何办电？,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"4,48"
"是不是需要团级及以上证明,装接电表具体指什么",1,1,"25,36"
"申请受理，我要怎么做,方案答复具体指什么",1,1,"5,58"
"要建设工程规划许可证及附件吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"55,57"
"我是非居民,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"17,51"
"我是小区居民,家是农村的",1,1,"3,27"
"装接电表是？,高压",1,1,"36,37"
"我家属于宅基地,我是代表公司来的",1,1,"15,20"
"申请受理，我要怎么做,需要带政府的批复文件吗",1,1,"5,16"
"护照需要吗,要项目立项及批复吗",1,1,"9,52"
"我是机关事业单位的,需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"40,46"
"我家属于宅基地,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"15,43"
"护照需要吗,我在我们村里办电",1,1,"9,27"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要合法的土地使用证明吗",1,1,"26,47"
"要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,方案答复具体指什么",1,1,"57,58"
"我需要带户口簿吗,要带营业执照复印件吗",1,1,"10,21"
"这房子是我租的,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"45,57"
"要带身份证吗,要主体证明吗",1,1,"8,38"
"我这里是新盖的,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"29,34"
"低压,我替我朋友来办",1,1,"2,11"
"低压,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"2,26"
"要项目立项及批复吗,要规划立项",1,1,"52,54"
"要立项、规划批复文件吗,是国家优惠电价",1,1,"30,50"
"要带立项、规划批复文件吗,方案答复具体指什么",1,1,"30,58"
"我这里是新建的,需不需要报装申请资料",1,1,"29,42"
"我需要要带有业执照复印件吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"21,41"
"是不是需要团级及以上证明,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"25,46"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,方案答复具体指什么",1,1,"18,58"
"要事业法人证书或组织机构代码证复印件吗,要带规划批复文件吗",1,1,"23,32"
"我替我朋友来办,要带营业执照复印件吗",1,1,"11,21"
"我是低压用户,装表接电具体指什么",1,1,"2,59"
"要房屋产权证明吗,方案答复具体指什么",1,1,"44,58"
"装接电表是？,要建设工程规划许可证及附件吗",1,1,"36,55"
"我是低压用户,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"2,34"
"需要带规划部门的批复文件吗,要团级及以上证明吗",1,1,"16,25"
"要带身份证吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"8,51"
"我需要带身份证吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"8,57"
"要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,要上级批准文件、立项批准文件吗",1,1,"41,53"
"我是小区用户,是不是也要主体证明",1,1,"3,38"
"需要带什么吗,要带身份证吗",1,1,"6,8"
"要带委托授权书吗,外部工程施工指什么",1,1,"13,35"
"需不需要乡镇及以上政府或规划部门的批复文件,装接电表是？",1,1,"28,36"
"我替我家里来办,要团级及以上证明吗",1,1,"11,25"
"委托授权书也要吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"13,41"
"我是机关事业单位的,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"40,57"
"国家给了优惠,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"33,46"
"我需要要带有业执照复印件吗,要乡镇及以上政府或规划部门的批复文件吗",1,1,"21,28"
"我需要要带有业执照复印件吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"21,51"
"我这里是新建的,要带规划批复文件吗",1,1,"29,32"
"要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"41,51"
"国家给了优惠,当时电价有打折",1,1,"33,50"
"我是军队的,是国家优惠电价",1,1,"24,50"
"我是机关事业单位的,需不需要乡镇及以上政府或规划部门的批复文件",1,1,"40,28"
"当时电价有打折,要规划立项",1,1,"50,54"
"需要带什么吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"6,26"
"我是小区居民,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"3,43"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要立项、规划批复文件吗",1,1,"18,30"
"要带事业法人证书或组织机构代码证复印件吗,我这里是新建的",1,1,"23,29"
"要乡镇及以上政府或规划部门的批复文件吗,我是代表机关事业单位来的",1,1,"28,40"
"我这里是新盖的,我是机关事业单位的",1,1,"29,40"
"我替我家里来办,装表接电是？",1,1,"11,59"
"要团级及以上证明吗,要上级批准文件、立项批准文件吗",1,1,"25,53"
"我替我家里来办,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"11,57"
"申请受理，我要怎么做,需要带立项文件吗",1,1,"5,31"
"我需要要带有效营业执照复印件吗,装接电表具体指什么",1,1,"19,36"
"我是小区居民,需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"3,46"
"外部工程施工指什么,我是做钢铁的",1,1,"35,56"
"外部工程施工指什么,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"35,41"
"要乡镇及以上政府或规划部门的批复文件吗,要带项目立项及批复吗",1,1,"28,52"
"我需要要带有效营业执照复印件吗,需要带立项文件吗",1,1,"19,31"
"我是代表学校来的,要房屋产权证明嘛",1,1,"22,44"
"需要带政府的批复文件吗,我是高压用户",1,1,"16,37"
"需要带租赁协议复印件吗,要带立项、规划批复文件吗",1,1,"14,30"
"您好，我想问一下怎么办电呢,是不是也要主体证明",1,1,"4,38"
"请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,我是做钢铁的",1,1,"49,56"
"我家是农村的,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"27,41"
"我是非居民,要带有效营业执照复印件吗",1,1,"17,19"
"需要带规划部门的批复文件吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"16,51"
"要带身份证吗,我需要要带有业执照复印件吗",1,1,"8,21"
"需要带什么吗,我需要带护照吗",1,1,"6,9"
"外部工程施工指什么,我需要带建设工程规划许可证及附件吗",1,1,"35,55"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是做钢铁的",1,1,"18,56"
"装接电表是？,要报装申请资料吗",1,1,"36,42"
"是不是需要团级及以上证明,要主体证明吗",1,1,"25,38"
"我是非居民,我在我们村里办电",1,1,"17,27"
"我需要要带有效营业执照复印件吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"19,43"
"规划批复文件是不是也需要带着？,要合法的土地使用证明吗",1,1,"32,47"
"我在我们村里办电,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"27,57"
"需要带房产证吗,外部工程施工指什么",1,1,"14,35"
"外部工程施工具体指什么,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"35,43"
"我是代表我们公司来的,要报装申请资料吗",1,1,"20,42"
"我需要带客户有效身份证明吗,我是军队的",1,1,"7,24"
"要带立项、规划批复文件吗,要土地租赁协议及产权人同意报装证明材料吗",1,1,"30,48"
"我代表公司来的,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"39,41"
"我需要带护照吗,方案答复具体指什么",1,1,"9,58"
"要带营业执照复印件吗,是不是需要团级及以上证明",1,1,"21,25"
"我需要要带有业执照复印件吗,要规划立项",1,1,"21,54"
"我家属于宅基地,要项目立项及批复吗",1,1,"15,52"
"需要带什么吗,需不需要乡镇及以上政府或规划部门的批复文件",1,1,"6,28"
"我是代表学校来的,当时电价有打折",1,1,"22,50"
"要带委托人的身份证明吗,我需要带建设工程规划许可证及附件吗",1,1,"12,55"
"要房屋产权证明吗,装表接电具体指什么",1,1,"44,59"
"我需要带身份证吗,方案答复具体指什么",1,1,"8,58"
"要事业法人证书或组织机构代码证复印件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"23,34"
"要房屋产权证明吗,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"44,48"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,当时电价有打折",1,1,"34,50"
"我不是居民,我是代表我们公司来的",1,1,"17,20"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要规划立项",1,1,"18,54"
"低压用户,装表接电是？",1,1,"2,59"
"我需要带客户有效身份证明吗,是国家优惠价",1,1,"7,33"
"要带着土地租赁协议及产权人同意报装证明材料吗,要带项目立项及批复吗",1,1,"48,52"
"需要带立项文件吗,我属于企业",1,1,"31,39"
"我在我们村里办电,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"27,51"
"我需要带护照吗,我在我们村里办电",1,1,"9,27"
"委托授权书也要吗,是不是也要主体证明",1,1,"13,38"
"要团级及以上证明吗,我是代表机关事业单位来的",1,1,"25,40"
"我需要要带有业执照复印件吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"21,43"
"我是小区居民,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"3,26"
"我替我家里来办,方案答复这一步我需要做什么？",1,1,"11,58"
"外部工程施工指什么,我代表公司来的",1,1,"35,39"
"我是机关事业单位的,要乡镇及以上政府或规划部门的批复文件吗",1,1,"40,28"
"我替我家里来办,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"11,26"
"要合法的土地使用证明吗,我需要带建设工程规划许可证及附件吗",1,1,"47,55"
"要主体证明吗,这房子是我租的",1,1,"38,45"
"我需要拿户口簿吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"10,26"
"我不是居民,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"17,46"
"要带有效营业执照复印件吗,是国家优惠电价",1,1,"19,50"
"委托授权书也要吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"13,57"
"要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"41,49"
"我需要带着租赁协议复印件及产权人同意报装证明材料吗,我是做钢铁的",1,1,"46,56"
"我家属于宅基地,要规划立项",1,1,"15,54"
"要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"41,51"
"需不需要乡镇及以上政府或规划部门的批复文件,要带项目立项及批复吗",1,1,"28,52"
"我是机关事业单位的,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"40,43"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我代表公司来的",1,1,"18,39"
"是国家优惠价,方案答复具体指什么",1,1,"33,58"
"我是军队的,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"24,43"
"委托人的身份证明需要吗,我是代表公司来的",1,1,"12,20"
"要带事业法人证书或组织机构代码证复印件吗,我在我们村里办电",1,1,"23,27"
"外部工程施工具体指什么,我是高压用户",1,1,"35,37"
"装接电表是？,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户",1,1,"36,56"
"需要带规划部门的批复文件吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"16,57"
"需要带规划部门的批复文件吗,我代表公司来的",1,1,"16,39"
"我需要带护照吗,要带规划批复文件吗",1,1,"9,32"
"要立项、规划批复文件吗,要建设工程规划许可证及附件吗",1,1,"30,55"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需不需要报装申请资料",1,1,"18,42"
"要带委托人的身份证明吗,我家属于宅基地",1,1,"12,15"
"是不是也要主体证明,装表接电具体指什么",1,1,"38,59"
"申请受理，我要怎么做,要合法的土地使用证明吗",1,1,"5,47"
"我需要带客户有效身份证明吗,我家属于宅基地",1,1,"7,15"
"我需要拿户口簿吗,要带项目立项及批复吗",1,1,"10,52"
"我代表公司来的,要合法的土地使用证明吗",1,1,"39,47"
"我这里是新建的,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"29,51"
"如何办电？,我是代表机关事业单位来的",1,1,"4,40"
我需要带身份证和带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,1,1,"8,34"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是做钢铁的",1,1,"18,56"
"我需要要带有效营业执照复印件吗,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"19,48"
"要团级及以上证明吗,我属于企业",1,1,"25,39"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要规划立项",1,1,"34,54"
"我需要要带有业执照复印件吗,国家给了优惠",1,1,"21,33"
"我需要带客户有效身份证明吗,要带委托授权书吗",1,1,"7,13"
"我需要拿户口簿吗,要上级批准文件、立项批准文件吗",1,1,"10,53"
"需要带什么吗,要立项、规划批复文件吗",1,1,"6,30"
"外部工程施工指什么,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"35,51"
"需不需要报装申请资料,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"42,43"
"我需要带身份证吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"8,43"
"要带客户有效身份证明吗,要带事业法人证书或组织机构代码证复印件吗",1,1,"7,23"
"要带委托人的身份证明吗,国家给了优惠",1,1,"12,33"
"我需要带户口簿吗,要团级及以上证明吗",1,1,"10,25"
"需要带什么吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"6,34"
"装接电表具体指什么,当时电价有打折",1,1,"36,50"
"低压,要带营业执照复印件吗",1,1,"2,21"
"委托人的身份证明需要吗,要带委托授权书吗",1,1,"12,13"
"我替我朋友来办,装表接电是？",1,1,"11,59"
"要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"26,49"
"我不是居民,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"17,49"
"我家属于宅基地,当时电价有打折",1,1,"15,50"
"要带事业法人证书或组织机构代码证复印件吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"23,26"
"委托人的身份证明需要吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"12,43"
"国家给了优惠,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"33,48"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"34,46"
"我这里是新盖的,要带项目立项及批复吗",1,1,"29,52"
"是不是需要团级及以上证明,要合法的土地使用证明吗",1,1,"25,47"
"要带有效营业执照复印件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"19,51"
"我这里是新盖的,要房屋产权证明嘛",1,1,"29,44"
"要带立项、规划批复文件吗,要上级批准文件吗",1,1,"30,53"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,外部工程施工具体指什么",1,1,"18,35"
"要带客户有效身份证明吗,要合法的土地使用证明吗",1,1,"7,47"
"如何办电？,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"4,51"
"低压,要事业法人证书或组织机构代码证复印件吗",1,1,"2,23"
"我替我朋友来办,我代表公司来的",1,1,"11,39"
"要带客户有效身份证明吗,我需要带身份证吗",1,1,"7,8"
"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户",1,1,"18,56"
"规划批复文件是不是也需要带着？,我代表公司来的",1,1,"32,39"
"要带事业法人证书或组织机构代码证复印件吗,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"23,46"
"我是小区用户,当时电价有打折",1,1,"3,50"
"当时电价有打折,我需要带建设工程规划许可证及附件吗",1,1,"50,55"
"我这里是新盖的,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗",1,1,"29,49"
"如何办电？,我需要带建设工程规划许可证及附件吗",1,1,"4,55"
"装接电表是？,装表接电是？",1,1,"36,59"
"委托授权书也要吗,要合法的土地使用证明吗",1,1,"13,47"
"要立项、规划批复文件吗,要项目立项及批复吗",1,1,"30,52"
"我家属于宅基地,需要带规划部门的批复文件吗",1,1,"15,16"
"我需要拿户口簿吗,需要带规划部门的批复文件吗",1,1,"10,16"
"需要带政府的批复文件吗,我是做钢铁的",1,1,"16,56"
"我是代表我们公司来的,是不是需要团级及以上证明",1,1,"20,25"
"我替我家里来办,要带规划批复文件吗",1,1,"11,32"
"我这算是私人宅基地建筑,是国家优惠价",1,1,"15,33"
"我需要带护照吗,装表接电是？",1,1,"9,59"
"要房屋产权证明吗,要规划立项",1,1,"44,54"
"我家是农村的,装接电表具体指什么",1,1,"27,36"
"要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要带项目立项及批复吗",1,1,"34,52"
"我是代表我们公司来的,需要带建设工程规划许可证及附件吗",1,1,"20,55"
"我是小区居民,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"3,46"
"我是低压用户,家是农村的",1,1,"2,27"
"要主体证明吗,要报装申请资料吗",1,1,"38,42"
"是不是需要团级及以上证明,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗",1,1,"25,34"
"如何办电？,要团级及以上证明吗",1,1,"4,25"
"需要带什么吗,要租赁协议复印件及产权人同意报装证明材料吗",1,1,"6,46"
"我需要带客户有效身份证明吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗",1,1,"7,41"
"要事业法人证书或组织机构代码证复印件吗,需不需要乡镇及以上政府或规划部门的批复文件",1,1,"23,28"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"26,51"
"需要带租赁协议复印件吗,要房屋产权证明嘛",1,1,"14,44"
"装接电表具体指什么,我是做钢铁的",1,1,"36,56"
"外部工程施工具体指什么,我属于企业",1,1,"35,39"
"要带客户有效身份证明吗,我属于企业",1,1,"7,39"
"护照需要吗,我家是农村的",1,1,"9,27"
"需要带立项文件吗,是国家优惠电价",1,1,"31,50"
"申请受理这一步包括什么,我是做钢铁的",1,1,"5,56"
"要带委托人的身份证明吗,方案答复这一步我需要做什么？",1,1,"12,58"
"我替我朋友来办,我需要要带有效营业执照复印件吗",1,1,"11,19"
"我需要带身份证吗,我是做钢铁的",1,1,"8,56"
"高压,要项目立项及批复吗",1,1,"37,52"
"我需要带着租赁协议复印件及产权人同意报装证明材料吗,装表接电具体指什么",1,1,"46,59"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要报装申请资料吗",1,1,"34,42"
"我需要要带有业执照复印件吗,我这里是新建的",1,1,"21,29"
"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗",1,1,"18,51"
"我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,我是高压用户",1,1,"26,37"
"需要带政府的批复文件吗,要项目立项及批复吗",1,1,"16,52"
"低压用户,要房屋产权证明嘛",1,1,"2,44"
"要带有效营业执照复印件吗,我是代表公司来的",1,1,"19,20"
"要规划立项,要建设工程规划许可证及附件吗",1,1,"54,55"
"申请受理这一步包括什么,我是军队的",1,1,"5,24"
"委托人的身份证明需要吗,方案答复这一步我需要做什么？",1,1,"12,58"
"带什么呢,是不是需要团级及以上证明",1,1,"6,25"
"如何办电？,我不是居民",1,1,"4,17"
"我需要带身份证吗,我是非居民",1,1,"8,17"
"我需要带身份证吗,需要带立项文件吗",1,1,"8,31"
"要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,我在我们村里办电",1,1,"26,27"
"我需要带护照吗,我需要带户口簿吗",1,1,"9,10"
"要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,当时电价有打折",1,1,"26,50"
"我需要带身份证吗,要合法的土地使用证明吗",1,1,"8,47"
"外部工程施工具体指什么,是国家优惠电价",1,1,"35,50"
"要带有效营业执照复印件吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗",1,1,"19,26"
"这房子是我租的,要上级批准文件吗",1,1,"45,53"
"护照需要吗,要带立项、规划批复文件吗",1,1,"9,30"
"我这算是私人宅基地建筑,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"15,57"
"需不需要报装申请资料,要房屋产权证明嘛",1,1,"42,44"
"需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,要上级批准文件、立项批准文件吗",1,1,"43,53"
"这房子是我租的,要带着土地租赁协议及产权人同意报装证明材料吗",1,1,"45,48"
"要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,要带项目立项及批复吗",1,1,"49,52"
"我需要拿户口簿吗,需要带房产证吗",1,1,"10,14"
"我是非居民,我这里是新建的",1,1,"17,29"
"带什么呢,规划批复文件是不是也需要带着？",1,1,"6,32"
"我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要土地租赁协议及产权人同意报装证明材料吗",1,1,"34,48"
"我是代表机关事业单位来的,这房子是我租的",1,1,"40,45"
"护照需要吗,委托人的身份证明需要吗",1,1,"9,12"
"我代表公司来的,我需要带着租赁协议复印件及产权人同意报装证明材料吗",1,1,"39,46"
"我这里是新盖的,我是做钢铁的",1,1,"29,56"
"我替我家里来办,要带立项、规划批复文件吗",1,1,"11,30"
"我是做钢铁的,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗",1,1,"56,57"
"我替我朋友来办,要上级批准文件、立项批准文件吗",1,1,"11,53"
"要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,要合法的土地使用证明吗",1,1,"41,47"
"需要带房产证吗,装表接电具体指什么",1,1,"14,59"
"要带委托授权书吗,需要带租赁协议复印件吗",1,1,"13,14"
"我代表公司来的,要建设工程规划许可证及附件吗",1,1,"39,55"
"我需要带身份证吗,是不是也要主体证明",1,1,"8,38"
"要带有效营业执照复印件吗,这房子是我租的",1,1,"19,45"
"我在我们村里办电,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗",1,1,"27,43"
