id,query,label
2979,"需要带规划部门的批复文件吗,我是代表机关事业单位来的","16,40"
2980,"需要带政府的批复文件吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","16,41"
2981,"需要带政府的批复文件吗,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","16,41"
2982,"需要带规划部门的批复文件吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","16,41"
2983,"需要带规划部门的批复文件吗,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","16,41"
2984,"需要带政府的批复文件吗,要报装申请资料吗","16,42"
2985,"需要带政府的批复文件吗,需不需要报装申请资料","16,42"
2986,"需要带规划部门的批复文件吗,要报装申请资料吗","16,42"
2987,"需要带规划部门的批复文件吗,需不需要报装申请资料","16,42"
2988,"需要带政府的批复文件吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","16,43"
2989,"需要带政府的批复文件吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","16,43"
2990,"需要带规划部门的批复文件吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","16,43"
2991,"需要带规划部门的批复文件吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","16,43"
2992,"需要带政府的批复文件吗,要房屋产权证明吗","16,44"
2993,"需要带政府的批复文件吗,要房屋产权证明嘛","16,44"
2994,"需要带规划部门的批复文件吗,要房屋产权证明吗","16,44"
2995,"需要带规划部门的批复文件吗,要房屋产权证明嘛","16,44"
2996,"需要带政府的批复文件吗,这房子是我租的","16,45"
2997,"需要带政府的批复文件吗,是我租的房子","16,45"
2998,"需要带规划部门的批复文件吗,这房子是我租的","16,45"
2999,"需要带规划部门的批复文件吗,是我租的房子","16,45"
3000,"需要带政府的批复文件吗,要租赁协议复印件及产权人同意报装证明材料吗","16,46"
3001,"需要带政府的批复文件吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗","16,46"
3002,"需要带规划部门的批复文件吗,要租赁协议复印件及产权人同意报装证明材料吗","16,46"
3003,"需要带规划部门的批复文件吗,我需要带着租赁协议复印件及产权人同意报装证明材料吗","16,46"
3004,"需要带政府的批复文件吗,要合法的土地使用证明吗","16,47"
3005,"需要带政府的批复文件吗,要合法的土地使用证明吗","16,47"
3006,"需要带规划部门的批复文件吗,要合法的土地使用证明吗","16,47"
3007,"需要带规划部门的批复文件吗,要合法的土地使用证明吗","16,47"
3008,"需要带政府的批复文件吗,要土地租赁协议及产权人同意报装证明材料吗","16,48"
3009,"需要带政府的批复文件吗,要带着土地租赁协议及产权人同意报装证明材料吗","16,48"
3010,"需要带规划部门的批复文件吗,要土地租赁协议及产权人同意报装证明材料吗","16,48"
3011,"需要带规划部门的批复文件吗,要带着土地租赁协议及产权人同意报装证明材料吗","16,48"
3012,"需要带政府的批复文件吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","16,49"
3013,"需要带政府的批复文件吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","16,49"
3014,"需要带规划部门的批复文件吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","16,49"
3015,"需要带规划部门的批复文件吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","16,49"
3016,"需要带政府的批复文件吗,是国家优惠电价","16,50"
3017,"需要带政府的批复文件吗,当时电价有打折","16,50"
3018,"需要带规划部门的批复文件吗,是国家优惠电价","16,50"
3019,"需要带规划部门的批复文件吗,当时电价有打折","16,50"
3020,"需要带政府的批复文件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","16,51"
3021,"需要带政府的批复文件吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","16,51"
3022,"需要带规划部门的批复文件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","16,51"
3023,"需要带规划部门的批复文件吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","16,51"
3024,"需要带政府的批复文件吗,要项目立项及批复吗","16,52"
3025,"需要带政府的批复文件吗,要带项目立项及批复吗","16,52"
3026,"需要带规划部门的批复文件吗,要项目立项及批复吗","16,52"
3027,"需要带规划部门的批复文件吗,要带项目立项及批复吗","16,52"
3028,"需要带政府的批复文件吗,要上级批准文件、立项批准文件吗","16,53"
3029,"需要带政府的批复文件吗,要上级批准文件吗","16,53"
3030,"需要带规划部门的批复文件吗,要上级批准文件、立项批准文件吗","16,53"
3031,"需要带规划部门的批复文件吗,要上级批准文件吗","16,53"
3032,"需要带政府的批复文件吗,要规划立项","16,54"
3033,"需要带规划部门的批复文件吗,要规划立项","16,54"
3034,"需要带政府的批复文件吗,要建设工程规划许可证及附件吗","16,55"
3035,"需要带政府的批复文件吗,我需要带建设工程规划许可证及附件吗","16,55"
3036,"需要带规划部门的批复文件吗,要建设工程规划许可证及附件吗","16,55"
3037,"需要带规划部门的批复文件吗,我需要带建设工程规划许可证及附件吗","16,55"
3038,"需要带政府的批复文件吗,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","16,56"
3039,"需要带政府的批复文件吗,我是做钢铁的","16,56"
3040,"需要带规划部门的批复文件吗,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","16,56"
3041,"需要带规划部门的批复文件吗,我是做钢铁的","16,56"
3042,"需要带政府的批复文件吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","16,57"
3043,"需要带政府的批复文件吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","16,57"
3044,"需要带规划部门的批复文件吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","16,57"
3045,"需要带规划部门的批复文件吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","16,57"
3046,"需要带政府的批复文件吗,方案答复具体指什么","16,58"
3047,"需要带政府的批复文件吗,方案答复这一步我需要做什么？","16,58"
3048,"需要带规划部门的批复文件吗,方案答复具体指什么","16,58"
3049,"需要带规划部门的批复文件吗,方案答复这一步我需要做什么？","16,58"
3050,"需要带政府的批复文件吗,装表接电具体指什么","16,59"
3051,"需要带政府的批复文件吗,装表接电是？","16,59"
3052,"需要带规划部门的批复文件吗,装表接电具体指什么","16,59"
3053,"需要带规划部门的批复文件吗,装表接电是？","16,59"
3054,"我是非居民,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","17,18"
3055,"我是非居民,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","17,18"
3056,"我不是居民,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","17,18"
3057,"我不是居民,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","17,18"
3058,"我是非居民,要带有效营业执照复印件吗","17,19"
3059,"我是非居民,我需要要带有效营业执照复印件吗","17,19"
3060,"我不是居民,要带有效营业执照复印件吗","17,19"
3061,"我不是居民,我需要要带有效营业执照复印件吗","17,19"
3062,"我是非居民,我是代表公司来的","17,20"
3063,"我是非居民,我是代表我们公司来的","17,20"
3064,"我不是居民,我是代表公司来的","17,20"
3065,"我不是居民,我是代表我们公司来的","17,20"
3066,"我是非居民,要带营业执照复印件吗","17,21"
3067,"我是非居民,我需要要带有业执照复印件吗","17,21"
3068,"我不是居民,要带营业执照复印件吗","17,21"
3069,"我不是居民,我需要要带有业执照复印件吗","17,21"
3070,"我是非居民,我是机关事业单位的","17,40"
3071,"我是非居民,我是代表学校来的","17,22"
3072,"我不是居民,我是机关事业单位的","17,40"
3073,"我不是居民,我是代表学校来的","17,22"
3074,"我是非居民,要事业法人证书或组织机构代码证复印件吗","17,23"
3075,"我是非居民,要带事业法人证书或组织机构代码证复印件吗","17,23"
3076,"我不是居民,要事业法人证书或组织机构代码证复印件吗","17,23"
3077,"我不是居民,要带事业法人证书或组织机构代码证复印件吗","17,23"
3078,"我是非居民,我是军队的","17,24"
3079,"我是非居民,我是军队的","17,24"
3080,"我不是居民,我是军队的","17,24"
3081,"我不是居民,我是军队的","17,24"
3082,"我是非居民,要团级及以上证明吗","17,25"
3083,"我是非居民,是不是需要团级及以上证明","17,25"
3084,"我不是居民,要团级及以上证明吗","17,25"
3085,"我不是居民,是不是需要团级及以上证明","17,25"
3086,"我是非居民,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","17,26"
3087,"我是非居民,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","17,26"
3088,"我不是居民,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","17,26"
3089,"我不是居民,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","17,26"
3090,"我是非居民,我在我们村里办电","17,27"
3091,"我是非居民,我家是农村的","17,27"
3092,"我不是居民,我在我们村里办电","17,27"
3093,"我不是居民,我家是农村的","17,27"
3094,"我是非居民,要乡镇及以上政府或规划部门的批复文件吗","17,28"
3095,"我是非居民,需不需要乡镇及以上政府或规划部门的批复文件","17,28"
3096,"我不是居民,要乡镇及以上政府或规划部门的批复文件吗","17,28"
3097,"我不是居民,需不需要乡镇及以上政府或规划部门的批复文件","17,28"
3098,"我是非居民,我这里是新盖的","17,29"
3099,"我是非居民,我这里是新建的","17,29"
3100,"我不是居民,我这里是新盖的","17,29"
3101,"我不是居民,我这里是新建的","17,29"
3102,"我是非居民,要立项、规划批复文件吗","17,30"
3103,"我是非居民,要带立项、规划批复文件吗","17,30"
3104,"我不是居民,要立项、规划批复文件吗","17,30"
3105,"我不是居民,要带立项、规划批复文件吗","17,30"
3106,"我是非居民,需要带立项文件吗","17,31"
3107,"我不是居民,需要带立项文件吗","17,31"
3108,"我是非居民,要带规划批复文件吗","17,32"
3109,"我是非居民,规划批复文件是不是也需要带着？","17,32"
3110,"我不是居民,要带规划批复文件吗","17,32"
3111,"我不是居民,规划批复文件是不是也需要带着？","17,32"
3112,"我是非居民,是国家优惠价","17,33"
3113,"我是非居民,国家给了优惠","17,33"
3114,"我不是居民,是国家优惠价","17,33"
3115,"我不是居民,国家给了优惠","17,33"
3116,"我是非居民,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","17,34"
3117,"我是非居民,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","17,34"
3118,"我不是居民,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","17,34"
3119,"我不是居民,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","17,34"
3120,"我是非居民,外部工程施工具体指什么","17,35"
3121,"我是非居民,外部工程施工指什么","17,35"
3122,"我不是居民,外部工程施工具体指什么","17,35"
3123,"我不是居民,外部工程施工指什么","17,35"
3124,"我是非居民,装接电表具体指什么","17,36"
3125,"我是非居民,装接电表是？","17,36"
3126,"我不是居民,装接电表具体指什么","17,36"
3127,"我不是居民,装接电表是？","17,36"
3128,"我是非居民,高压","17,37"
3129,"我是非居民,2000v","17,37"
3130,"我不是居民,高压","17,37"
3131,"我不是居民,2000v","17,37"
3132,"我是非居民,要主体证明吗","17,38"
3133,"我是非居民,是不是也要主体证明","17,38"
3134,"我不是居民,要主体证明吗","17,38"
3135,"我不是居民,是不是也要主体证明","17,38"
3136,"我是非居民,我属于企业","17,39"
3137,"我是非居民,我代表公司来的","17,39"
3138,"我不是居民,我属于企业","17,39"
3139,"我不是居民,我代表公司来的","17,39"
3140,"我是非居民,我是机关事业单位的","17,40"
3141,"我是非居民,我是代表机关事业单位来的","17,40"
3142,"我不是居民,我是机关事业单位的","17,40"
3143,"我不是居民,我是代表机关事业单位来的","17,40"
3144,"我是非居民,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","17,41"
3145,"我是非居民,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","17,41"
3146,"我不是居民,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","17,41"
3147,"我不是居民,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","17,41"
3148,"我是非居民,要报装申请资料吗","17,42"
3149,"我是非居民,需不需要报装申请资料","17,42"
3150,"我不是居民,要报装申请资料吗","17,42"
3151,"我不是居民,需不需要报装申请资料","17,42"
3152,"我是非居民,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","17,43"
3153,"我是非居民,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","17,43"
3154,"我不是居民,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","17,43"
3155,"我不是居民,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","17,43"
3156,"我是非居民,要房屋产权证明吗","17,44"
3157,"我是非居民,要房屋产权证明嘛","17,44"
3158,"我不是居民,要房屋产权证明吗","17,44"
3159,"我不是居民,要房屋产权证明嘛","17,44"
3160,"我是非居民,这房子是我租的","17,45"
3161,"我是非居民,是我租的房子","17,45"
3162,"我不是居民,这房子是我租的","17,45"
3163,"我不是居民,是我租的房子","17,45"
3164,"我是非居民,要租赁协议复印件及产权人同意报装证明材料吗","17,46"
3165,"我是非居民,我需要带着租赁协议复印件及产权人同意报装证明材料吗","17,46"
3166,"我不是居民,要租赁协议复印件及产权人同意报装证明材料吗","17,46"
3167,"我不是居民,我需要带着租赁协议复印件及产权人同意报装证明材料吗","17,46"
3168,"我是非居民,要合法的土地使用证明吗","17,47"
3169,"我是非居民,要合法的土地使用证明吗","17,47"
3170,"我不是居民,要合法的土地使用证明吗","17,47"
3171,"我不是居民,要合法的土地使用证明吗","17,47"
3172,"我是非居民,要土地租赁协议及产权人同意报装证明材料吗","17,48"
3173,"我是非居民,要带着土地租赁协议及产权人同意报装证明材料吗","17,48"
3174,"我不是居民,要土地租赁协议及产权人同意报装证明材料吗","17,48"
3175,"我不是居民,要带着土地租赁协议及产权人同意报装证明材料吗","17,48"
3176,"我是非居民,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","17,49"
3177,"我是非居民,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","17,49"
3178,"我不是居民,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","17,49"
3179,"我不是居民,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","17,49"
3180,"我是非居民,是国家优惠电价","17,50"
3181,"我是非居民,当时电价有打折","17,50"
3182,"我不是居民,是国家优惠电价","17,50"
3183,"我不是居民,当时电价有打折","17,50"
3184,"我是非居民,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","17,51"
3185,"我是非居民,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","17,51"
3186,"我不是居民,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","17,51"
3187,"我不是居民,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","17,51"
3188,"我是非居民,要项目立项及批复吗","17,52"
3189,"我是非居民,要带项目立项及批复吗","17,52"
3190,"我不是居民,要项目立项及批复吗","17,52"
3191,"我不是居民,要带项目立项及批复吗","17,52"
3192,"我是非居民,要上级批准文件、立项批准文件吗","17,53"
3193,"我是非居民,要上级批准文件吗","17,53"
3194,"我不是居民,要上级批准文件、立项批准文件吗","17,53"
3195,"我不是居民,要上级批准文件吗","17,53"
3196,"我是非居民,要规划立项","17,54"
3197,"我不是居民,要规划立项","17,54"
3198,"我是非居民,要建设工程规划许可证及附件吗","17,55"
3199,"我是非居民,我需要带建设工程规划许可证及附件吗","17,55"
3200,"我不是居民,要建设工程规划许可证及附件吗","17,55"
3201,"我不是居民,我需要带建设工程规划许可证及附件吗","17,55"
3202,"我是非居民,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","17,56"
3203,"我是非居民,我是做钢铁的","17,56"
3204,"我不是居民,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","17,56"
3205,"我不是居民,我是做钢铁的","17,56"
3206,"我是非居民,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","17,57"
3207,"我是非居民,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","17,57"
3208,"我不是居民,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","17,57"
3209,"我不是居民,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","17,57"
3210,"我是非居民,方案答复具体指什么","17,58"
3211,"我是非居民,方案答复这一步我需要做什么？","17,58"
3212,"我不是居民,方案答复具体指什么","17,58"
3213,"我不是居民,方案答复这一步我需要做什么？","17,58"
3214,"我是非居民,装表接电具体指什么","17,59"
3215,"我是非居民,装表接电是？","17,59"
3216,"我不是居民,装表接电具体指什么","17,59"
3217,"我不是居民,装表接电是？","17,59"
3218,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带有效营业执照复印件吗","18,19"
3219,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要要带有效营业执照复印件吗","18,19"
3220,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带有效营业执照复印件吗","18,19"
3221,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要要带有效营业执照复印件吗","18,19"
3222,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是代表公司来的","18,20"
3223,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是代表我们公司来的","18,20"
3224,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是代表公司来的","18,20"
3225,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是代表我们公司来的","18,20"
3226,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带营业执照复印件吗","18,21"
3227,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要要带有业执照复印件吗","18,21"
3228,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带营业执照复印件吗","18,21"
3229,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要要带有业执照复印件吗","18,21"
3230,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是机关事业单位的","18,40"
3231,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是代表学校来的","18,22"
3232,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是机关事业单位的","18,40"
3233,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是代表学校来的","18,22"
3234,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要事业法人证书或组织机构代码证复印件吗","18,23"
3235,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带事业法人证书或组织机构代码证复印件吗","18,23"
3236,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要事业法人证书或组织机构代码证复印件吗","18,23"
3237,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带事业法人证书或组织机构代码证复印件吗","18,23"
3238,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是军队的","18,24"
3239,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是军队的","18,24"
3240,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是军队的","18,24"
3241,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是军队的","18,24"
3242,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要团级及以上证明吗","18,25"
3243,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,是不是需要团级及以上证明","18,25"
3244,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要团级及以上证明吗","18,25"
3245,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,是不是需要团级及以上证明","18,25"
3246,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","18,26"
3247,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","18,26"
3248,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","18,26"
3249,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","18,26"
3250,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我在我们村里办电","18,27"
3251,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我家是农村的","18,27"
3252,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我在我们村里办电","18,27"
3253,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我家是农村的","18,27"
3254,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要乡镇及以上政府或规划部门的批复文件吗","18,28"
3255,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需不需要乡镇及以上政府或规划部门的批复文件","18,28"
3256,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要乡镇及以上政府或规划部门的批复文件吗","18,28"
3257,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需不需要乡镇及以上政府或规划部门的批复文件","18,28"
3258,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我这里是新盖的","18,29"
3259,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我这里是新建的","18,29"
3260,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我这里是新盖的","18,29"
3261,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我这里是新建的","18,29"
3262,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要立项、规划批复文件吗","18,30"
3263,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带立项、规划批复文件吗","18,30"
3264,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要立项、规划批复文件吗","18,30"
3265,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带立项、规划批复文件吗","18,30"
3266,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需要带立项文件吗","18,31"
3267,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需要带立项文件吗","18,31"
3268,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带规划批复文件吗","18,32"
3269,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,规划批复文件是不是也需要带着？","18,32"
3270,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带规划批复文件吗","18,32"
3271,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,规划批复文件是不是也需要带着？","18,32"
3272,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,是国家优惠价","18,33"
3273,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,国家给了优惠","18,33"
3274,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,是国家优惠价","18,33"
3275,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,国家给了优惠","18,33"
3276,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","18,34"
3277,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","18,34"
3278,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","18,34"
3279,"我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","18,34"
3280,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,外部工程施工具体指什么","18,35"
3281,"要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,外部工程施工指什么","18,35"
